day,lat,lon,sst,ssh,sss,u_current,v_current,u_wind,v_wind,temp_0m,temp_50m,temp_100m,temp_500m,temp_1000m
0,16.25,87.0,1.1583353,1.2828228,1.0604839,-2.8069808,0.7269643,0.49868062,0.027552174,1.1574718,1.5275877,1.4831586,1.0908791,1.675684
0,16.25,87.25,1.2835122,1.371922,1.0010446,-2.7393246,0.16406448,0.1961355,0.020742191,1.2825813,1.4832846,1.4489741,0.9668338,1.5578187
0,16.25,87.5,1.4141165,1.308435,0.9916643,-2.5957685,-0.4982374,-0.07184904,-0.022797853,1.4131154,1.4093767,1.3993044,0.73731756,1.2525263
0,16.25,87.75,1.0136539,1.0985953,0.8215501,-2.4311235,-1.0939467,-0.24692427,-0.10529116,1.0128682,0.9270603,0.94078064,-0.023687031,0.5447882
0,16.25,88.0,0.45226088,0.7568745,0.57890123,-2.2699196,-1.5039452,-0.2932716,-0.21330078,0.45177707,0.3161291,0.30414617,-0.6837526,-0.16379064
0,16.25,88.25,-0.08468595,0.35059828,0.37635845,-2.0473416,-1.4513686,-0.22206356,-0.3335904,-0.08488101,-0.19431938,-0.24517258,-0.8483056,-0.7463605
0,16.25,88.5,-0.5625261,0.016529847,0.22125885,-1.8929381,-1.1430644,-0.08568119,-0.45813462,-0.5624642,-0.6159123,-0.6471385,-0.7577098,-1.3796089
0,16.25,88.75,-0.85888344,-0.26289946,0.060586795,-1.923404,-1.038878,0.051766768,-0.58013666,-0.8586621,-1.0469388,-0.9695707,-0.771494,-2.0616517
0,16.25,89.0,-0.9708858,-0.5488825,-0.13228159,-1.9764171,-1.0714277,0.14903264,-0.6886208,-0.97060424,-1.4202783,-1.1621516,-1.0077198,-2.4188008
0,16.25,89.25,-0.99767303,-0.8464198,-0.35226917,-1.7790084,-0.9442907,0.20013788,-0.7680285,-0.99737704,-1.7549736,-1.2768444,-1.4658415,-2.3059802
0,16.25,89.5,-1.3124132,-1.1034563,-0.54766065,-1.2803477,-0.58782226,0.22231223,-0.80824447,-1.311948,-2.172673,-1.4671632,-1.9908296,-2.0985775
0,16.25,89.75,-1.6023785,-1.2906489,-0.61968446,-0.7081528,-0.17311493,0.23410714,-0.8136532,-1.6017574,-2.4465709,-1.5530528,-2.176348,-2.0070088
0,16.25,90.0,-1.575639,-1.4137099,-0.61604685,-0.30286792,0.040568613,0.24402311,-0.80147094,-1.5750321,-2.529931,-1.5273249,-2.0919285,-2.0231059
0,16.5,85.0,1.8839096,0.518216,1.4905217,-0.13639277,0.23382185,0.57567376,0.9142722,1.8826559,2.0427296,1.3631916,1.6891229,2.0871203
0,16.5,85.25,2.1880805,0.5817624,1.5419273,-0.32384565,0.26629272,0.6933809,0.8104728,2.1866632,2.1438265,1.6514534,1.2556698,2.4838402
0,16.5,85.5,2.0220752,0.65980935,1.5208141,-0.68626493,0.3933458,0.8705951,0.61402553,2.0207472,2.0634875,1.8592385,0.5235501,2.677079
0,16.5,85.75,1.9174055,0.7867915,1.4760952,-1.2178413,0.67437327,1.0115342,0.38402507,1.9161338,1.9907136,2.003676,0.24641064,2.587836
0,16.5,86.0,1.6563588,0.9984596,1.43715,-1.6864871,0.9219776,1.0439515,0.17890961,1.6552274,2.0143912,2.1008935,0.6609407,2.4716523
0,16.5,86.25,1.6105195,1.2379699,1.3500032,-2.0068395,0.95373863,0.9509666,0.037483618,1.6094128,2.0266843,2.1229334,1.1957307,2.4454906
0,16.5,86.5,1.6413791,1.4601035,1.2741561,-2.1690266,0.9290696,0.7602048,-0.0305157,1.6402558,2.0492933,2.1599138,1.498437,2.4800415
0,16.5,86.75,1.7922239,1.6778461,1.2101969,-2.1891582,0.8543737,0.5066984,-0.04726954,1.7910194,2.0410333,2.174245,1.5598404,2.4346282
0,16.5,87.0,1.71608,1.8538057,1.1285452,-2.1194983,0.51171947,0.21078263,-0.060918342,1.7149163,2.0243943,2.1636055,1.4928963,2.3125532
0,16.5,87.25,1.7135365,1.9123713,1.0675269,-2.0431547,-0.097733654,-0.10024928,-0.12313328,1.7123743,1.9769719,2.0967574,1.2733583,2.0752883
0,16.5,87.5,1.7851818,1.8105389,1.0212138,-1.9936779,-0.7637212,-0.36764005,-0.2457328,1.7839811,1.8026725,1.8986163,0.79919666,1.6179603
0,16.5,87.75,1.354124,1.5545468,0.8726617,-1.8807707,-1.3283378,-0.5305027,-0.38653606,1.353155,1.342597,1.4193156,0.06529698,0.98283404
0,16.5,88.0,0.5364187,1.1757512,0.61620563,-1.8041912,-1.7152933,-0.56748265,-0.5045965,0.53588957,0.6501069,0.69983685,-0.5738196,0.4378036
0,16.5,88.25,0.0062829163,0.72993565,0.4195294,-1.7961102,-1.6938535,-0.49283844,-0.5977234,0.006038938,0.10369127,0.12006927,-0.68008614,0.12879838
0,16.5,88.5,-0.28931946,0.3530145,0.31061915,-1.732825,-1.3663046,-0.3432387,-0.6839115,-0.28940445,-0.20218037,-0.21802734,-0.43290603,-0.28728348
0,16.5,88.75,-0.5012499,0.05227044,0.14474614,-1.6569481,-1.1995353,-0.16458903,-0.77759755,-0.50122094,-0.5980156,-0.62218505,-0.40180245,-1.129438
0,16.5,89.0,-0.6640165,-0.24378817,-0.0950391,-1.6292825,-1.2861639,0.010021924,-0.87919044,-0.6639,-1.0463245,-1.005601,-0.656377,-1.8579066
0,16.5,89.25,-0.78455657,-0.5825965,-0.3354435,-1.5343037,-1.3509119,0.16868709,-0.97516155,-0.78437525,-1.4559187,-1.2186357,-1.0460578,-1.9273088
0,16.5,89.5,-1.1322712,-0.93215525,-0.511254,-1.2600737,-1.1237965,0.3094403,-1.0486052,-1.1319028,-1.9350677,-1.3744433,-1.4470744,-1.6182054
0,16.5,89.75,-1.5500616,-1.2235874,-0.6260618,-0.93285793,-0.6197323,0.4229694,-1.0899329,-1.5494685,-2.415359,-1.4999355,-1.7120415,-1.4406097
0,16.5,90.0,-1.7148715,-1.4145318,-0.70252806,-0.7339066,-0.29650244,0.4899246,-1.0997348,-1.7141898,-2.7781417,-1.6196426,-1.842177,-1.5120125
0,16.75,85.0,2.0081077,0.644369,1.5254732,-0.069335915,0.3903735,0.42829004,0.73456824,2.006787,2.2872963,1.4507093,1.6072545,2.5679464
0,16.75,85.25,2.1461089,0.7663332,1.518941,-0.29772484,0.49916026,0.52255154,0.6484969,2.144714,2.3271432,1.6504436,1.1990813,2.4910448
0,16.75,85.5,2.1536632,0.9363791,1.4826274,-0.64289457,0.7527066,0.6594319,0.48031077,2.152264,2.30079,1.8745708,0.6654356,2.3908415
0,16.75,85.75,2.2176352,1.1741052,1.4924566,-1.0013338,0.9953134,0.7569986,0.28688198,2.2162018,2.4194329,2.188278,0.67554104,2.5306218
0,16.75,86.0,2.345134,1.4589261,1.5309063,-1.1974958,1.0678971,0.75610477,0.12408294,2.3436322,2.6253912,2.492761,1.2562604,2.8973138
0,16.75,86.25,2.238895,1.7340064,1.4748569,-1.3296618,0.9410507,0.6468765,0.02736055,2.2374501,2.664218,2.6356368,1.7381488,3.2248218
0,16.75,86.5,2.2777944,1.962142,1.3712095,-1.422698,0.7651793,0.4548248,0.0004676221,2.2763288,2.5870342,2.708486,1.9064462,3.3973854
0,16.75,86.75,2.2293499,2.1514452,1.2602404,-1.382222,0.5771528,0.20239265,0.01069341,2.2279103,2.4693947,2.7302096,1.8816912,3.3278358
0,16.75,87.0,2.225294,2.2835515,1.1723043,-1.2854041,0.27085745,-0.1103307,-0.011397888,2.2238567,2.416379,2.741369,1.8006964,3.0778491
0,16.75,87.25,2.0872023,2.3233082,1.0671709,-1.3031843,-0.21138743,-0.45961022,-0.15378882,2.0858393,2.248492,2.560963,1.4066683,2.571426
0,16.75,87.5,2.0253117,2.222629,0.9824543,-1.416914,-0.8727051,-0.7337737,-0.4240098,2.0239818,1.9971036,2.249221,0.8041468,1.9746063
0,16.75,87.75,1.6355182,1.9406141,0.85557294,-1.4483407,-1.4946332,-0.8479768,-0.6724048,1.634398,1.5958556,1.785808,0.1796511,1.4823532
